TYPEID,GROUPID,TYPENAME,MASS,VOLUME,CAPACITY,PORTIONSIZE,RACEID,BASEPRICE,PUBLISHED,MARKETGROUPID,CHANCEOFDUPLICATING
365305,351064,'Neo' Pilot mk.0,0,0.01,0,1,,21540,1,,0
365306,351064,'Neo' Logistics A-I,0,0.01,0,1,,3000,1,354384,0
365307,351064,'Neo' Logistics A/1-Series,0,0.01,0,1,,8040,1,354385,0
365308,351064,'Neo' Logistics ak.0,0,0.01,0,1,,21540,1,354386,0
365309,351064,'Neo' Logistics G-I,0,0.01,0,1,,3000,1,354384,0
365310,351064,'Neo' Logistics G/1-Series,0,0.01,0,1,,8040,1,354385,0
365311,351064,'Neo' Logistics gk.0,0,0.01,0,1,,21540,1,354386,0
365312,351064,'Neo' Logistics C-I,0,0.01,0,1,,3000,1,354384,0
365313,351064,'Neo' Logistics C/1-Series,0,0.01,0,1,,8040,1,354385,0
365314,351064,'Neo' Logistics ck.0,0,0.01,0,1,,21540,1,354386,0
365315,351064,'Neo' Assault A-I,0,0.01,0,1,,3000,1,354376,0
365316,351064,'Neo' Assault A/1-Series,0,0.01,0,1,,8040,1,354377,0
365317,351064,'Neo' Assault ak.0,0,0.01,0,1,,21540,1,354378,0
365318,351064,'Neo' Assault G-I,0,0.01,0,1,,3000,1,354376,0
365319,351064,'Neo' Assault G/1-Series,0,0.01,0,1,,8040,1,354377,0
365320,351064,'Neo' Assault gk.0,0,0.01,0,1,,21540,1,354378,0
365321,351064,'Neo' Assault M-I,0,0.01,0,1,,3000,1,354376,0
365322,351064,'Neo' Assault M/1-Series,0,0.01,0,1,,8040,1,354377,0
365323,351064,'Neo' Assault mk.0,0,0.01,0,1,,21540,1,354378,0
365324,351064,'Neo' Scout M-I,0,0.01,0,1,,3000,1,354388,0
365325,351064,'Neo' Scout M/1-Series,0,0.01,0,1,,8040,1,354389,0
365326,351064,'Neo' Scout mk.0,0,0.01,0,1,,21540,1,354390,0
365351,351121,Surge Carapace I,0,0,0,1,,0,1,,0
365352,351121,Surge Carapace II,0,0,0,1,,0,1,,0
365353,351121,XM-1 Capacitive Shell,0,0,0,1,,0,1,,0
365360,351121,Basic Countermeasure,0,0,0,1,,0,1,,0
365361,351121,Advanced Countermeasure,0,0,0,1,,0,1,,0
365362,351121,'Mercury' Defensive Countermeasure,0,0,0,1,,0,1,,0
365364,351210,Estoc,0,0,0,1,,0,1,,0
365386,351648,Rail Rifle Operation,0,0.01,0,1,,149000,1,353684,0
365388,351648,Rail Rifle Ammo Capacity,0,0.01,0,1,,203000,1,353684,0
365389,351648,Rail Rifle Proficiency,0,0.01,0,1,,567000,1,353684,0
365391,351648,Rail Rifle Fitting Optimization,0,0.01,0,1,,774000,1,353684,0
365392,351648,Rail Rifle Rapid Reload,0,0.01,0,1,,203000,1,353684,0
365393,351648,Combat Rifle Operation,0,0.01,0,1,,149000,1,353684,0
365395,351648,Combat Rifle Sharpshooter,0,0.01,0,1,,203000,1,353684,0
365396,351648,Combat Rifle Ammo Capacity,0,0.01,0,1,,203000,1,353684,0
365397,351648,Combat Rifle Proficiency,0,0.01,0,1,,567000,1,353684,0
365399,351648,Combat Rifle Fitting Optimization,0,0.01,0,1,,774000,1,353684,0
365400,351648,Combat Rifle Rapid Reload,0,0.01,0,1,,203000,1,353684,0
365401,351648,Magsec SMG Operation,0,0.01,0,1,,149000,1,353684,0
365404,351648,Magsec SMG Sharpshooter,0,0.01,0,1,,203000,0,,0
365405,351648,Magsec SMG Ammo Capacity,0,0.01,0,1,,203000,1,353684,0
365406,351648,Magsec SMG Proficiency,0,0.01,0,1,,567000,1,353684,0
365407,351648,Magsec SMG Fitting Optimization,0,0.01,0,1,,774000,1,353684,0
365408,351648,Magsec SMG Rapid Reload,0,0.01,0,1,,203000,1,353684,0
365409,350858,Assault Combat Rifle,0,0.01,0,1,2,2460,1,365766,0
365420,351210,'LC-225' Saga-II,0,0.01,0,1,,49110,1,353664,0
365421,351064,'Harbinger' Amarr Medium Frame A-I,0,0.01,0,1,,3000,1,364890,0
365424,351121,Reactive Deflection Field I,0,0.01,0,1,,12000,1,363452,0
365428,351210,Saga-II,0,0.01,0,1,,49110,1,353664,0
365433,354641,Passive Omega-Booster (30-Day),0,0.01,0,1,,0,1,354542,0
365434,354641,Passive Omega-Booster (60-Day),0,0.01,0,1,,0,1,354542,0
365435,354641,Passive Omega-Booster (90-Day),0,0.01,0,1,,0,1,354542,0
365441,350858,RS-90 Combat Rifle,0,0.01,0,1,,10770,1,365767,0
365442,350858,Boundless Combat Rifle,0,0.01,0,1,,47220,1,365768,0
365443,350858,BK-42 Assault Combat Rifle,0,0.01,0,1,4,10770,1,365767,0
365444,350858,Six Kin Assault Combat Rifle,0,0.01,0,1,4,47220,1,365768,0
365446,354641,Passive Booster (15-minute) [QA],0,0.01,0,1,,0,0,354542,0
365447,350858,SB-39 Rail Rifle,0,0.01,0,1,,10770,1,365771,0
365448,350858,Kaalakiota Rail Rifle,0,0.01,0,1,,47220,1,365772,0
365449,350858,Ishukone Assault Rail Rifle,0,0.01,0,1,4,47220,1,365772,0
365450,350858,SL-4 Assault Rail Rifle,0,0.01,0,1,4,10770,1,365771,0
365451,350858,'Woundriot' Combat Rifle,0,0.01,0,1,,4020,1,365766,0
365452,350858,'Leadgrave' RS-90 Combat Rifle,0,0.01,0,1,,10770,1,365767,0
365453,350858,'Doomcradle' BK-42 Assault Combat Rifle,0,0.01,0,1,,10770,1,365767,0
365454,350858,'Fearcrop' Boundless Combat Rifle,0,0.01,0,1,,28845,1,365768,0
365455,350858,'Blisterrain' Six Kin Assault Combat Rifle,0,0.01,0,1,,28845,1,365768,0
365456,350858,'Angerstar' Rail Rifle,0,0.01,0,1,,4020,1,365770,0
365457,350858,'Grimcell' SB-39 Rail Rifle,0,0.01,0,1,,10770,1,365771,0
365458,350858,'Bleakanchor' SL-4 Assault Rail Rifle,0,0.01,0,1,,10770,1,365771,0
365459,350858,'Zerofrost' Kaalakiota Rail Rifle,0,0.01,0,1,,28845,1,365772,0
365460,350858,'Crawtide' Ishukone Assault Rail Rifle,0,0.01,0,1,,28845,1,365772,0
365566,350858,N7-A Magsec SMG,0,0.01,0,1,,4845,1,366576,0
365567,350858,Kaalakiota Magsec SMG,0,0.01,0,1,,21240,1,366577,0
365568,350858,'Gravepin' N7-A Magsec SMG,0,0.01,0,1,,4845,1,366576,0
365569,350858,'Chokegrin' Kaalakiota Magsec SMG,0,0.01,0,1,,12975,1,366577,0
365570,350858,'Skyglitch' Magsec SMG,0,0.01,0,1,,1815,1,366575,0
365572,350858,T-12 Ion Pistol,0,0.01,0,1,,4845,1,366743,0
365573,350858,CreoDron Ion Pistol,0,0.01,0,1,,21240,1,366744,0
365574,350858,'Wildlight' Ion Pistol,0,0.01,0,1,,1815,1,366742,0
365575,350858,'Scattershin' T-12 Ion Pistol,0,0.01,0,1,,4845,1,366743,0
365576,350858,'Vaporlaw' CreoDron Ion Pistol,0,0.01,0,1,,12975,1,366744,0
365577,350858,SR-25 Bolt Pistol,0,0.01,0,1,,4845,1,366572,0
365578,350858,Kaalakiota Bolt Pistol,0,0.01,0,1,,21240,1,366573,0
365579,350858,'Guardwire' Bolt Pistol,0,0.01,0,1,,1815,1,366571,0
365580,350858,'Shiftrisk' SR-25 Bolt Pistol,0,0.01,0,1,,4845,1,366572,0
365581,350858,'Nodeasylum' Kaalakiota Bolt Pistol,0,0.01,0,1,,12975,1,366573,0
365623,350858,'Construct' Duvolle Assault Rifle,0,0.01,0,1,,28845,1,354333,0
365624,350858,'Construct' Six Kin Submachine Gun,0,0.01,0,1,,12975,1,354354,0
365625,350858,'Construct' Kaalakiota Forge Gun,0,0.01,0,1,,0,1,354337,0
365626,350858,'Construct' Ishukone Sniper Rifle,0,0.01,0,1,,28845,1,354350,0
365627,350858,'Construct' Wiyrkomi Swarm Launcher,0,0.01,0,1,,28845,1,354367,0
365628,350858,'Construct' Viziam Scrambler Pistol,0,0.01,0,1,,12975,1,354345,0
365629,350858,'Construct' CreoDron Shotgun,0,0.01,0,1,,28845,1,354698,0
365630,350858,'Construct' Viziam Laser Rifle,0,0.01,0,1,,28845,1,354692,0
365631,350858,'Construct' Boundless Heavy Machine Gun,0,0.01,0,1,,28845,1,354567,0
365632,350858,'Construct' Freedom Mass Driver,0,0.01,0,1,,28845,1,354620,0
365633,350858,'Construct' Imperial Scrambler Rifle,0,0.01,0,1,,28845,1,364054,0
365634,350858,'Construct' Core Flaylock Pistol,0,0.01,0,1,,12975,1,363793,0
365635,350858,'Construct' Allotek Plasma Cannon,0,0.01,0,1,,28845,1,364058,0
365636,350858,'Construct' Ishukone Nova Knives,0,0.01,0,1,,12975,1,356436,0
365650,350858,'Pyrus' Assault Rifle,0,0.01,0,1,,4020,1,354331,0
365651,350858,'Pyrus' ATK-21 Assault Rifle,0,0.01,0,1,,10770,1,354332,0
365652,350858,'Pyrus' Allotek Assault Rifle,0,0.01,0,1,,28845,1,354333,0
365654,350858,'Pyrus' Submachine Gun,0,0.01,0,1,,1815,1,354352,0
365655,350858,'Pyrus' ATK-05 Submachine Gun,0,0.01,0,1,,4845,1,354353,0
365656,350858,'Pyrus' Allotek Submachine Gun,0,0.01,0,1,,12975,1,354354,0
365657,350858,'Pyrus' Forge Gun,0,0.01,0,1,,4020,1,354335,0
365658,350858,'Pyrus' ATK-90 Forge Gun,0,0.01,0,1,,10770,1,354336,0
365659,350858,'Pyrus' Allotek Forge Gun,0,0.01,0,1,,28845,1,354337,0
365660,350858,'Pyrus' Sniper Rifle,0,0.01,0,1,,4020,1,354347,0
365661,350858,'Pyrus' ATK-58 Sniper Rifle,0,0.01,0,1,,10770,1,354348,0
365662,350858,'Pyrus' Allotek Sniper Rifle,0,0.01,0,1,,28845,1,354350,0
365663,350858,'Pyrus' Swarm Launcher,0,0.01,0,1,,4020,1,354364,0
365664,350858,'Pyrus' ATK-32 Swarm Launcher,0,0.01,0,1,,10770,1,354366,0
365665,350858,'Pyrus' Allotek Swarm Launcher,0,0.01,0,1,,28845,1,354367,0
365666,350858,'Pyrus' Scrambler Pistol,0,0.01,0,1,,1815,1,354343,0
365667,350858,'Pyrus' ATK-17 Scrambler Pistol,0,0.01,0,1,,2955,1,354344,0
365668,350858,'Pyrus' Allotek Scrambler Pistol,0,0.01,0,1,,12975,1,354345,0
365669,350858,'Pyrus' Shotgun,0,0.01,0,1,,4020,1,354696,0
365670,350858,'Pyrus' ATK-44 Shotgun,0,0.01,0,1,,10770,1,354697,0
365671,350858,'Pyrus' Allotek Shotgun,0,0.01,0,1,,28845,1,354698,0
365673,350858,'Pyrus' Laser Rifle,0,0.01,0,1,,4020,1,354690,0
365674,350858,'Pyrus' ATK-50 Laser Rifle,0,0.01,0,1,,10770,1,354691,0
365675,350858,'Pyrus' Allotek Laser Rifle,0,0.01,0,1,,28845,1,354692,0
365676,350858,'Pyrus' Heavy Machine Gun,0,0.01,0,1,,4020,1,354565,0
365677,350858,'Pyrus' ATK-108 Heavy Machine Gun,0,0.01,0,1,,10770,1,354566,0
365678,350858,'Pyrus' Allotek Heavy Machine Gun,0,0.01,0,1,,28845,1,354567,0
365679,350858,'Pyrus' Mass Driver,0,0.01,0,1,,4020,1,354618,0
365680,350858,'Pyrus' ATK-43 Mass Driver,0,0.01,0,1,,10770,1,354619,0
365681,350858,'Pyrus' Allotek Mass Driver,0,0.01,0,1,,28845,1,354620,0
365682,350858,'Pyrus' Scrambler Rifle,0,0.01,0,1,,4020,1,364052,0
365683,350858,'Pyrus' ATK-30 Scrambler Rifle,0,0.01,0,1,,10770,1,364053,0
365684,350858,'Pyrus' Allotek Scrambler Rifle,0,0.01,0,1,,28845,1,364054,0
365685,350858,'Pyrus' Flaylock Pistol,0,0.01,0,1,,1815,1,363791,0
365686,350858,'Pyrus' ATK-9 Flaylock Pistol,0,0.01,0,1,,4845,1,363792,0
365687,350858,'Pyrus' Allotek Flaylock Pistol,0,0.01,0,1,,12975,1,363793,0
365688,350858,'Pyrus' Plasma Cannon,0,0.01,0,1,,4020,1,364056,0
365689,350858,'Pyrus' ATK-73 Plasma Cannon,0,0.01,0,1,,10770,1,364057,0
365690,350858,'Pyrus' Allotek Plasma Cannon,0,0.01,0,1,,28845,1,364058,0
365691,350858,'Pyrus' Nova Knives,0,0.01,0,1,,1815,1,356434,0
365692,350858,'Pyrus' ATK-11 Nova Knives,0,0.01,0,1,,4845,1,356435,0
365693,350858,'Pyrus' Allotek Nova Knives,0,0.01,0,1,,12975,1,356436,0
365694,351064,'Pyrus' Scout G-I,0,0.01,0,1,,4905,1,354388,0
365695,351064,'Pyrus' Scout G/1-Series,0,0.01,0,1,,8040,1,354389,0
365696,351064,'Pyrus' Scout gk.0,0,0.01,0,1,,35250,1,354390,0
365697,351064,'Pyrus' Scout M-I,0,0.01,0,1,,4905,1,354388,0
365698,351064,'Pyrus' Scout M/1-Series,0,0.01,0,1,,8040,1,354389,0
365699,351064,'Pyrus' Scout mk.0,0,0.01,0,1,,35250,1,354390,0
365700,351064,'Pyrus' Assault A-I,0,0.01,0,1,,4905,1,354376,0
365701,351064,'Pyrus' Assault A/1-Series,0,0.01,0,1,,8040,1,354377,0
365702,351064,'Pyrus' Assault ak.0,0,0.01,0,1,,35250,1,354378,0
365703,351064,'Pyrus' Assault C-I,0,0.01,0,1,,4905,1,354376,0
365704,351064,'Pyrus' Assault C/1-Series,0,0.01,0,1,,8040,1,354377,0
365705,351064,'Pyrus' Assault ck.0,0,0.01,0,1,,35250,1,354378,0
365706,351064,'Pyrus' Assault G-I,0,0.01,0,1,,4905,1,354376,0
365707,351064,'Pyrus' Assault G/1-Series,0,0.01,0,1,,8040,1,354377,0
365708,351064,'Pyrus' Assault gk.0,0,0.01,0,1,,35250,1,354378,0
365709,351064,'Pyrus' Assault M-I,0,0.01,0,1,,4905,1,354376,0
365710,351064,'Pyrus' Assault M/1-Series,0,0.01,0,1,,8040,1,354377,0
365711,351064,'Pyrus' Assault mk.0,0,0.01,0,1,,35250,1,354378,0
365712,351064,'Pyrus' Logistics A-I,0,0.01,0,1,,4905,1,354384,0
365713,351064,'Pyrus' Logistics A/1-Series,0,0.01,0,1,,8040,1,354385,0
365714,351064,'Pyrus' Logistics ak.0,0,0.01,0,1,,35250,1,354386,0
365715,351064,'Pyrus' Logistics C-I,0,0.01,0,1,,4905,1,354384,0
365716,351064,'Pyrus' Logistics C/1-Series,0,0.01,0,1,,8040,1,354385,0
365717,351064,'Pyrus' Logistics ck.0,0,0.01,0,1,,35250,1,354386,0
365718,351064,'Pyrus' Logistics G-I,0,0.01,0,1,,4905,1,354384,0
365719,351064,'Pyrus' Logistics G/1-Series,0,0.01,0,1,,8040,1,354385,0
365720,351064,'Pyrus' Logistics gk.0,0,0.01,0,1,,35250,1,354386,0
365721,351064,'Pyrus' Logistics M-I,0,0.01,0,1,,4905,1,354384,0
365722,351064,'Pyrus' Logistics M/1-Series,0,0.01,0,1,,8040,1,354385,0
365723,351064,'Pyrus' Logistics mk.0,0,0.01,0,1,,35250,1,354386,0
365724,351064,'Pyrus' Sentinel A-I,0,0.01,0,1,,4905,1,354380,0
365725,351064,'Pyrus' Sentinel A/1-Series,0,0.01,0,1,,13155,1,354381,0
365726,351064,'Pyrus' Sentinel ak.0,0,0.01,0,1,,35250,1,354382,0
365727,351064,'Pyrus' Commando A-I,0,0.01,0,1,,3000,1,365279,0
365728,351064,'Pyrus' Commando A/1-Series,0,0.01,0,1,,13155,1,365280,0
365729,351064,'Pyrus' Commando ak.0,0,0.01,0,1,,35250,1,365282,0
365777,351121,Basic Blaster Ammo Expansion Unit,0,0.01,0,1,,3000,1,365899,0
365778,351121,Enhanced Blaster Ammo Expansion Unit,0,0.01,0,1,,8040,1,365899,0
365779,351121,Complex Blaster Ammo Expansion Unit,0,0.01,0,1,,13155,1,365899,0
365783,351121,Basic Missile Ammo Expansion Unit,0,0.01,0,1,,3000,1,365900,0
365784,351121,Enhanced Missile Ammo Expansion Unit,0,0.01,0,1,,8040,1,365900,0
365785,351121,Complex Missile Ammo Expansion Unit,0,0.01,0,1,,13155,1,365900,0
365786,351121,Basic Railgun Ammo Expansion Unit,0,0.01,0,1,,3000,1,365901,0
365787,351121,Enhanced Railgun Ammo Expansion Unit,0,0.01,0,1,,8040,1,365901,0
365788,351121,Complex Railgun Ammo Expansion Unit,0,0.01,0,1,,13155,1,365901,0
365832,351648,Armor Fitting Optimization,0,0.01,0,1,,567000,1,365001,0
365844,351648,Large Railgun Operation,0,0.01,0,1,,149000,1,353715,0
365845,351648,Small Railgun Operation,0,0.01,0,1,,149000,1,353715,0
365848,351648,Small Blaster Fitting Optimization,0,0.01,0,1,,774000,1,353715,0
365850,351648,Small Blaster Ammo Capacity,0,0.01,0,1,,203000,1,353715,0
365851,351648,Small Blaster Reload Systems,0,0.01,0,1,,203000,1,353715,0
365853,351648,Small Missile Launcher Fitting Optimization,0,0.01,0,1,,774000,1,353715,0
365854,351648,Small Missile Launcher Reload Systems,0,0.01,0,1,,203000,1,353715,0
365855,351648,Small Missile Launcher Ammo Capacity,0,0.01,0,1,,203000,1,353715,0
365857,351648,Small Railgun Fitting Optimization,0,0.01,0,1,,774000,1,353715,0
365859,351648,Small Railgun Ammo Capacity,0,0.01,0,1,,203000,1,353715,0
365860,351648,Small Railgun Reload Systems,0,0.01,0,1,,203000,1,353715,0
365861,351648,Small Railgun Proficiency,0,0.01,0,1,,567000,1,353715,0
365864,351648,Large Railgun Ammo Capacity,0,0.01,0,1,,203000,1,353715,0
365865,351648,Large Railgun Reload Systems,0,0.01,0,1,,203000,1,353715,0
365866,351648,Large Railgun Fitting Optimization,0,0.01,0,1,,774000,1,353715,0
365868,351648,Large Railgun Proficiency,0,0.01,0,1,,567000,1,353715,0
365870,351648,Large Blaster Fitting Optimization,0,0.01,0,1,,774000,1,353715,0
365872,351648,Large Blaster Reload Systems,0,0.01,0,1,,203000,1,353715,0
365873,351648,Large Blaster Ammo Capacity,0,0.01,0,1,,203000,1,353715,0
365875,351648,Large Missile Launcher Fitting Optimization,0,0.01,0,1,,774000,1,353715,0
365876,351648,Large Missile Launcher Ammo Capacity,0,0.01,0,1,,203000,1,353715,0
365877,351648,Large Missile Launcher Reload Systems,0,0.01,0,1,,203000,1,353715,0
365878,351648,Large Turret Operation,0,0.01,0,1,,72000,1,353715,0
365879,351648,Small Turret Operation,0,0.01,0,1,,72000,1,353715,0
365893,351648,Damage Amplifier Fitting Optimization,0,0.01,0,1,,774000,1,353716,0
365902,351121,Militia Armor Hardener,0,0.01,0,1,,3660,1,355467,0
365903,351121,Militia Shield Hardener,0,0.01,0,1,,3660,1,355467,0
365904,351121,Militia Railgun Damage Amplifier,0,0.01,0,1,,4575,1,355467,0
365905,351121,Militia Blaster Ammo Expansion Unit,0,0.01,0,1,,1830,1,355467,0
365906,351121,Militia Railgun Ammo Expansion Unit,0,0.01,0,1,,1830,1,355467,0
365907,351121,Militia Missile Ammo Expansion Unit,0,0.01,0,1,,1830,1,355467,0
365908,351121,Militia Mobile CRU,0,0.01,0,1,,4125,1,355467,0
365909,354641,Passive Omega-Booster (7-Day),0,0.01,0,1,,0,1,354542,0
365912,354641,Passive Omega-Booster (15-Day),0,0.01,0,1,,0,1,354542,0
365913,354641,Passive Omega-Booster (1-Day),0,0.01,0,1,,0,1,354542,0
365914,354641,Passive Omega-Booster (3-Day),0,0.01,0,1,,0,1,354542,0
365915,354641,Active Omega-Booster (1-Day),0,0.01,0,1,,0,1,354543,0
365916,354641,Active Omega-Booster (3-Day),0,0.01,0,1,,0,1,354543,0
365917,354641,Active Omega-Booster (15-Day),0,0.01,0,1,,0,1,354543,0
365918,354641,Active Omega-Booster (30-Day),0,0.01,0,1,,0,1,354543,0
365919,354641,Active Omega-Booster (60-Day),0,0.01,0,1,,0,1,354543,0
365920,354641,Active Omega-Booster (90-Day),0,0.01,0,1,,0,1,354543,0
365921,354641,Active Booster (15-Day),0,0,0,1,,0,1,354543,0
365922,354641,Active Booster (60-Day),0,0.01,0,1,,0,1,354543,0
365923,354641,Active Booster (90-Day),0,0.01,0,1,,0,1,354543,0
365924,354641,Passive Booster (1-Day),0,0.01,0,1,,0,1,354542,0
365925,354641,Passive Booster (60-Day),0,0,0,1,,0,1,354542,0
365926,354641,Passive Booster (90-Day),0,0.01,0,1,,0,1,354542,0
365928,351064,'Flying Scotsman' Assault ck.0,0,0.01,0,1,,57690,1,368019,0
365930,351064,'Hellmar' Sentinel ak.0,0,0,0,1,,57690,1,368020,0
365932,351064,'Remnant IX' Logistics mk.0,0,0,0,1,,57690,1,368021,0
365934,351064,'Wolfman' Assault A/1-Series,0,0.01,0,1,,8040,1,368019,0
365936,351064,'Rattati' Assault G/1-Series,0,0.01,0,1,,8040,1,368019,0
365938,351064,'Logicloop' Scout M-I,0,0.01,0,1,,3000,1,368018,0
365940,351064,'Foxfour' Assault G-I,0,0.01,0,1,,3000,1,368019,0
365942,351064,'Tigris' Sentinel A-I,0,0.01,0,1,,3000,1,368020,0
365943,351210,'Praetorian VII' Madrugar,0,0.01,0,1,,200000,1,365951,0
365944,351210,'Nullarbor' Myron,0,0.01,0,1,,112500,1,365949,0
365945,351210,'Greyscale' Saga,0,0.01,0,1,,40000,1,365950,0
365952,351121,Complex Afterburner,0,0.01,0,1,,19740,1,354460,0
365956,351121,Militia Fuel Injector,0,0.01,0,1,,2745,1,355467,0
365971,351064,'Neo' Scout A-I,0,0.01,0,1,,4905,1,354388,0
365972,351064,'Neo' Scout A/1-Series,0,0.01,0,1,,8040,1,354389,0
365973,351064,'Neo' Scout ak.0,0,0.01,0,1,,35250,1,354390,0
365974,351064,'Neo' Scout C-I,0,0.01,0,1,,4905,1,354388,0
365975,351064,'Neo' Scout C/1-Series,0,0.01,0,1,,8040,1,354389,0
365976,351064,'Neo' Scout ck.0,0,0.01,0,1,,35250,1,354390,0
365993,351064,'Origin' Assault C-I,0,0.01,0,1,,4905,1,354376,0
365994,351064,'Origin' Logistics M-I,0,0.01,0,1,,4905,1,354384,0
366004,351844,Cloak Field,0,0.01,0,1,,2085,1,366753,0
366009,350858,Contact Grenade,0,0.01,0,1,,675,1,,0
366014,350858,D-9 Contact Grenade,0,0.01,0,1,,1815,1,,0
366015,350858,Viziam Contact Grenade,0,0.01,0,1,,7935,1,,0
366022,354641,Faction Booster Amarr (1-Day),0,0,0,1,,0,1,366021,0
366023,354641,Faction Booster Caldari (1-Day),0,0,0,1,,0,1,366350,0
366024,354641,Faction Booster Gallente (1-Day),0,0,0,1,,0,1,366351,0
366025,354641,Faction Booster Minmatar (1-Day),0,0,0,1,,0,1,366352,0
366094,350858,Federation Duvolle Specialist Assault Rifle,0,0.01,0,1,4,47220,1,366224,0
366095,350858,Republic Boundless Specialist Combat Rifle,0,0.01,0,1,4,47220,1,366274,0
366096,350858,Imperial Viziam Specialist Laser Rifle,0,0.01,0,1,4,47220,1,366259,0
366097,350858,Republic Freedom Specialist Mass Driver,0,0.01,0,1,4,47220,1,366274,0
366098,350858,Federation Allotek Specialist Plasma Cannon,0,0.01,0,1,4,47220,1,366224,0
366099,350858,State Kaalakiota Specialist Rail Rifle,0,0.01,0,1,4,47220,1,366221,0
366100,350858,Imperial Viziam Specialist Scrambler Rifle,0,0.01,0,1,4,47220,1,366259,0
366101,350858,Federation CreoDron Specialist Shotgun,0,0.01,0,1,4,47220,1,366224,0
366102,350858,State Ishukone Specialist Sniper Rifle,0,0.01,0,1,4,47220,1,366221,0
366103,350858,State Wiyrkomi Specialist Swarm Launcher,0,0.01,0,1,4,47220,1,366221,0
366104,351844,Imperial Viziam Drop Uplink,0,0.01,0,1,,28335,1,366267,0
366105,351844,State Ishukone Quantum Nanohive,0,0.01,0,1,,28335,1,366285,0
366106,351844,Federation Duvolle Active Scanner,0,0.01,0,1,,18885,1,366263,0
366107,351844,State Kaalakiota Nanite Injector,0,0.01,0,1,,18885,1,366285,0
366108,351844,Republic Boundless Repair Tool,0,0.01,0,1,,21630,1,366278,0
366228,351648,Assault Dropships,0,0.01,0,1,,567000,1,353711,0
366229,354641,Faction Booster Amarr (3-Day),0,0,0,1,,0,1,366021,0
366230,354641,Faction Booster Amarr (7-Day),0,0,0,1,,0,1,366021,0
366231,354641,Faction Booster Amarr (15-Day),0,0,0,1,,0,1,366021,0
366232,354641,Faction Booster Amarr (30-Day),0,0,0,1,,0,1,366021,0
366233,354641,Faction Booster Amarr (60-Day),0,0,0,1,,0,1,366021,0
366234,354641,Faction Booster Amarr (90-Day),0,0,0,1,,0,1,366021,0
366235,354641,Faction Booster Caldari (3-Day),0,0,0,1,,0,1,366350,0
366236,354641,Faction Booster Caldari (7-Day),0,0,0,1,,0,1,366350,0
366237,354641,Faction Booster Caldari (15-Day),0,0,0,1,,0,1,366350,0
366238,354641,Faction Booster Caldari (30-Day),0,0,0,1,,0,1,366350,0
366239,354641,Faction Booster Caldari (60-Day),0,0,0,1,,0,1,366350,0
366240,354641,Faction Booster Caldari (90-Day),0,0,0,1,,0,1,366350,0
366241,354641,Faction Booster Gallente (3-Day),0,0,0,1,,0,1,366351,0
366242,354641,Faction Booster Gallente (7-Day),0,0,0,1,,0,1,366351,0
366243,354641,Faction Booster Gallente (15-Day),0,0,0,1,,0,1,366351,0
366244,354641,Faction Booster Gallente (30-Day),0,0,0,1,,0,1,366351,0
366245,354641,Faction Booster Gallente (60-Day),0,0,0,1,,0,1,366351,0
366246,354641,Faction Booster Gallente (90-Day),0,0,0,1,,0,1,366351,0
366247,354641,Faction Booster Minmatar (3-Day),0,0,0,1,,0,1,366352,0
366248,354641,Faction Booster Minmatar (7-Day),0,0,0,1,,0,1,366352,0
366249,354641,Faction Booster Minmatar (15-Day),0,0,0,1,,0,1,366352,0
366250,354641,Faction Booster Minmatar (30-Day),0,0,0,1,,0,1,366352,0
366251,354641,Faction Booster Minmatar (60-Day),0,0,0,1,,0,1,366352,0
366252,354641,Faction Booster Minmatar (90-Day),0,0,0,1,,0,1,366352,0
366289,351121,Imperial Basic Armor Plates,0,0,0,1,,0,1,366268,0
366290,351121,Imperial Enhanced Armor Plates,0,0,0,1,,0,1,366269,0
366291,351121,Imperial Complex Armor Plates,0,0,0,1,,0,1,366271,0
366292,351121,Imperial Basic Armor Repairer,0,0,0,1,,0,1,366268,0
366293,351121,Imperial Enhanced Armor Repairer,0,0,0,1,,0,1,366269,0
366294,351121,Imperial Complex Armor Repairer,0,0,0,1,,0,1,366271,0
366295,351121,Imperial Basic CPU Upgrade,0,0,0,1,,0,1,366268,0
366296,351121,Imperial Enhanced CPU Upgrade,0,0,0,1,,0,1,366269,0
366297,351121,Imperial Complex CPU Upgrade,0,0,0,1,,0,1,366271,0
366298,351121,Imperial Basic PG Upgrade,0,0,0,1,,0,1,366268,0
366299,351121,Imperial Enhanced PG Upgrade,0,0,0,1,,0,1,366269,0
366300,351121,Imperial Complex PG Upgrade,0,0,0,1,,0,1,366271,0
366301,351121,State Basic PG Upgrade,0,0,0,1,,0,1,366286,0
366302,351121,State Enhanced PG Upgrade,0,0,0,1,,0,1,366287,0
366303,351121,State Complex PG Upgrade,0,0,0,1,,0,1,366288,0
366304,351121,State Basic CPU Upgrade,0,0,0,1,,0,1,366286,0
366305,351121,State Enhanced CPU Upgrade,0,0,0,1,,0,1,366287,0
366306,351121,State Complex CPU Upgrade,0,0,0,1,,0,1,366288,0
366307,351121,State Basic Shield Energizer,0,0,0,1,,0,1,366286,0
366308,351121,State Enhanced Shield Energizer,0,0,0,1,,0,1,366287,0
366309,351121,State Complex Shield Energizer,0,0,0,1,,0,1,366288,0
366310,351121,State Basic Shield Extender,0,0,0,1,,0,1,366286,0
